geo	year	month	backing_unsafely_mtd	brake_lights_defect_or_improper_mtd	bus_lane_driving_in_mtd	cell_phone_mtd	commercial_veh_on_pkwy_mtd	defective_brakes_mtd	disobey_sign_mtd	equipment_other_mtd	fail_to_keep_right_mtd	fail_to_signal_mtd	fail_to_stop_on_signal_mtd	following_too_closely_mtd	headlights_defect_or_improper_mtd	improper_lights_mtd	improper_passing_mtd	improper_turn_mtd	improper_missing_plates_mtd	not_giving_r_of_w_to_pedes_mtd	not_giving_r_of_w_to_veh_mtd	one_way_street_mtd	pavement_markings_mtd	safety_belt_mtd	school_bus_passing_stopped_mtd	speeding_mtd	spillback_mtd	tinted_windows_mtd	truck_routes_mtd	u_turn_mtd	uninspected_mtd	uninsured_mtd	unlicensed_operator_mtd	unregistered_mtd	unsafe_lane_change_mtd	other_movers_mtd	total_movers_mtd	backing_unsafely_ytd	brake_lights_defect_or_improper_ytd	bus_lane_driving_in_ytd	cell_phone_ytd	commercial_veh_on_pkwy_ytd	defective_brakes_ytd	disobey_sign_ytd	equipment_other_ytd	fail_to_keep_right_ytd	fail_to_signal_ytd	fail_to_stop_on_signal_ytd	following_too_closely_ytd	headlights_defect_or_improper_ytd	improper_lights_ytd	improper_passing_ytd	improper_turn_ytd	improper_missing_plates_ytd	not_giving_r_of_w_to_pedes_ytd	not_giving_r_of_w_to_veh_ytd	one_way_street_ytd	pavement_markings_ytd	safety_belt_ytd	school_bus_passing_stopped_ytd	speeding_ytd	spillback_ytd	tinted_windows_ytd	truck_routes_ytd	u_turn_ytd	uninspected_ytd	uninsured_ytd	unlicensed_operator_ytd	unregistered_ytd	unsafe_lane_change_ytd	other_movers_ytd	total_movers_ytd
103rd Precinct	2013	2	1	2	0	164	0	0	315	0	0	7	19	1	7	0	1	78	4	43	0	1	34	143	3	0	6	522	3	37	5	20	72	4	0	106	1598	1	5	0	319	0	0	588	0	1	21	47	1	12	0	2	130	6	94	3	2	67	254	6	10	10	1030	5	59	13	46	154	11	3	203	3103
104th Precinct	2013	2	0	0	0	97	0	0	81	0	0	4	32	0	0	0	1	4	0	21	0	2	8	157	1	15	0	153	40	0	0	51	87	0	0	143	897	0	0	0	196	0	0	160	0	0	4	58	0	0	0	3	5	0	40	0	2	12	278	1	34	0	257	73	0	0	90	152	0	0	260	1625
105th Precinct	2013	2	0	98	0	98	0	0	120	0	0	8	10	0	79	3	1	42	0	15	1	1	85	153	0	32	0	360	4	2	44	180	91	29	0	37	1493	0	197	0	264	0	0	213	2	1	24	23	0	150	5	2	50	1	24	1	4	160	510	0	58	0	699	4	3	101	375	197	52	5	87	3212
106th Precinct	2013	2	1	0	0	50	0	0	88	0	0	0	81	0	0	87	4	146	0	15	6	0	18	64	2	26	0	177	0	0	12	85	83	14	5	35	999	1	0	0	99	0	0	147	0	1	0	211	0	0	166	8	306	0	26	10	0	31	210	4	52	0	354	2	0	32	213	164	38	10	55	2140
107th Precinct	2013	2	0	49	0	117	0	0	137	0	0	0	6	0	48	0	0	211	0	8	11	1	8	182	0	35	1	34	0	0	9	32	61	3	3	13	969	0	108	0	241	0	0	328	0	0	0	11	1	116	5	6	448	0	12	48	1	77	409	0	60	4	116	0	0	15	63	156	7	5	31	2268
108th Precinct	2013	2	0	31	0	141	0	0	158	0	0	7	67	0	3	0	1	146	0	37	6	2	16	158	1	77	2	73	13	1	1	58	62	1	1	94	1157	0	58	0	274	0	5	436	0	0	8	129	1	4	0	1	269	0	76	8	2	68	320	1	102	5	111	23	2	7	112	124	5	2	207	2360
109th Precinct	2013	2	0	1	0	326	0	0	532	3	0	12	96	0	0	1	1	16	6	53	8	5	5	270	5	47	2	155	34	4	11	33	118	9	8	85	1846	0	4	0	677	0	0	1104	10	0	23	197	0	0	1	4	52	8	114	11	8	10	550	7	88	3	284	60	12	21	99	230	33	15	189	3814
110th Precinct	2013	2	3	4	0	205	0	0	126	0	0	14	44	0	3	0	0	0	3	49	0	16	3	361	4	247	0	35	15	1	3	70	144	9	2	23	1384	3	5	0	409	0	2	241	0	0	28	83	0	7	2	1	2	5	98	2	35	11	657	6	646	1	103	26	5	19	160	296	23	6	47	2929
111th Precinct	2013	2	0	2	0	217	0	0	31	0	0	6	13	2	0	2	0	0	0	8	0	1	41	212	0	10	0	96	3	0	11	30	54	3	0	40	782	1	2	0	537	0	0	55	0	0	12	29	2	0	3	0	2	0	15	0	1	55	452	1	18	0	194	6	1	23	62	110	13	7	84	1685
112th Precinct	2013	2	1	1	0	160	0	0	120	0	1	6	25	1	3	0	2	5	4	12	0	6	4	298	2	32	0	75	1	0	3	33	37	4	3	18	857	2	2	0	331	0	0	354	0	1	14	55	3	4	0	3	7	4	27	3	9	23	512	3	49	2	135	4	7	7	84	75	8	5	44	1777
113th Precinct	2013	2	2	96	0	126	0	0	58	16	0	1	60	0	11	0	2	177	4	0	2	0	21	76	0	30	2	499	0	0	19	83	126	20	0	63	1494	4	188	0	250	0	0	148	16	0	1	103	0	15	1	5	360	4	1	2	0	39	142	1	37	2	753	1	0	34	176	238	38	0	113	2672
114th Precinct	2013	2	2	0	0	339	0	0	237	16	1	28	56	1	0	12	5	25	4	32	3	7	25	216	0	41	1	81	57	0	3	89	100	2	0	59	1442	2	0	0	625	0	0	499	23	2	40	107	1	0	31	9	35	5	53	8	10	47	416	0	75	1	240	69	0	3	145	195	3	0	110	2754
115th Precinct	2013	2	4	0	0	171	0	0	112	6	0	20	70	0	0	74	3	57	2	34	0	16	11	215	0	10	3	145	26	0	27	259	352	26	3	90	1736	6	0	0	359	0	1	279	14	0	33	143	1	4	127	6	94	5	84	0	31	16	482	1	29	3	290	49	0	100	534	713	49	7	175	3635
120th Precinct	2013	2	4	156	0	219	0	0	140	24	1	68	71	0	120	0	4	4	16	14	7	9	91	150	1	70	0	154	0	7	68	152	225	54	2	88	1919	4	236	0	393	0	0	236	49	3	102	108	0	220	0	4	9	31	19	15	14	164	329	1	140	0	263	0	13	105	269	420	87	4	151	3389
122nd Precinct	2013	2	0	58	31	224	1	1	228	6	2	45	51	3	38	0	0	11	6	2	5	15	106	122	1	76	0	87	0	15	27	64	74	21	1	179	1500	1	124	66	375	21	3	350	28	4	74	87	5	103	0	2	18	12	7	16	25	212	173	3	146	1	172	0	38	61	157	147	51	10	331	2823
123rd Precinct	2013	2	1	51	13	113	0	0	11	2	0	0	11	14	56	4	40	24	5	1	1	0	72	120	9	169	0	45	0	0	34	75	67	17	0	27	982	1	87	20	193	0	0	32	2	1	2	46	22	100	10	65	56	13	1	2	0	113	270	9	233	0	80	0	0	71	162	121	28	0	49	1789
Citywide	2013	2	128	2611	564	10816	90	31	12476	632	24	1539	3265	108	2847	380	378	5832	204	1107	191	329	1929	9479	85	6495	449	9288	481	454	690	4764	4900	924	449	6263	90202	231	5090	996	22062	179	60	27154	1219	53	2933	6792	214	5542	764	739	11372	392	2305	400	664	3993	19101	150	12851	810	18336	922	895	1801	9680	9874	1941	868	11917	182300
Transportation Bureau	2013	2	9	47	471	869	68	1	3270	352	1	323	440	59	28	6	188	1283	6	55	23	9	259	502	7	4664	89	1549	8	0	74	191	415	84	165	2703	18218	14	75	839	1696	120	1	8532	659	1	631	1021	121	56	11	313	2366	12	129	45	18	495	1243	11	9298	140	3348	18	2	220	442	865	202	236	4969	38149
Housing Bureau	2013	2	0	1	0	0	0	0	2	0	0	2	2	0	2	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	2	4	0	2	5	0	3	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	2	31
Patrol Bureau	2013	2	119	2563	93	9947	22	30	9204	280	23	1214	2823	49	2817	372	190	4549	198	1052	168	319	1669	8977	77	1831	360	7739	473	454	616	4573	4485	840	284	3560	71970	217	5009	157	20366	59	59	18620	556	52	2300	5766	93	5483	751	426	9006	380	2176	355	645	3497	17858	138	3553	670	14988	904	893	1581	9237	9008	1739	632	6946	144120
Brooklyn North	2013	2	22	474	0	1325	0	13	1389	31	4	284	401	5	712	85	47	306	47	44	20	93	255	957	7	105	22	1436	35	22	108	778	680	175	15	812	10709	50	883	0	2759	0	13	2767	48	6	511	811	10	1299	194	140	750	79	101	42	169	621	2104	15	233	42	2617	85	37	261	1669	1427	369	21	1432	21565
Brooklyn South	2013	2	32	260	10	1682	15	8	1333	18	5	151	514	5	237	51	36	540	27	174	26	19	177	1532	5	147	30	1502	110	102	39	883	629	130	28	355	10812	42	559	10	3463	28	8	2525	31	11	293	1073	11	476	89	82	1079	65	367	63	75	401	3024	15	406	69	2900	179	207	122	1617	1243	250	49	666	21498
Bronx	2013	2	18	465	1	907	2	0	1163	69	2	126	306	10	565	23	6	695	30	51	39	16	174	981	9	320	8	1380	5	102	65	589	684	146	36	399	9392	42	911	3	1775	4	3	2182	134	7	257	600	19	1128	53	13	1437	69	94	64	30	342	1835	19	583	15	2754	18	191	194	1263	1335	323	64	905	18666
Manhattan North	2013	2	9	448	3	1656	1	6	971	47	2	160	298	1	484	1	5	777	17	217	18	61	236	1230	14	268	89	270	112	112	63	385	244	59	33	307	8604	22	915	3	3521	2	20	2195	109	2	304	662	3	894	2	11	1282	30	496	24	117	477	2223	27	394	98	704	234	233	169	758	532	141	66	567	17237
Manhattan South	2013	2	15	279	35	1282	3	0	1611	31	4	248	453	5	400	25	14	1229	16	178	13	46	213	1052	10	31	191	269	15	46	47	422	299	86	134	516	9218	29	554	55	2714	4	1	3309	67	11	498	935	8	813	48	24	2523	29	362	30	105	438	2113	15	66	411	511	63	79	160	782	597	160	340	1099	18953
Queens North	2013	2	10	39	0	1656	0	0	1397	25	2	97	403	4	9	89	13	253	19	246	17	55	113	1887	13	479	8	813	189	6	59	623	954	54	17	552	10101	14	71	0	3408	0	8	3128	47	3	162	801	8	19	164	27	466	27	507	32	98	242	3667	20	1041	15	1614	310	27	180	1286	1895	134	42	1116	20579
Queens South	2013	2	8	333	0	883	0	2	961	27	1	35	315	2	196	94	25	710	15	125	22	5	232	946	8	166	12	1783	7	42	106	602	629	98	18	325	8733	12	669	0	1765	0	3	1896	41	4	97	643	7	431	191	58	1386	25	222	67	12	487	2120	14	311	19	3373	15	68	258	1274	1291	196	36	630	17621
Staten Island	2013	2	5	265	44	556	1	1	379	32	3	113	133	17	214	4	44	39	27	17	13	24	269	392	11	315	0	286	0	22	129	291	366	92	3	294	4401	6	447	86	961	21	3	618	79	8	178	241	27	423	10	71	83	56	27	33	39	489	772	13	519	1	515	0	51	237	588	688	166	14	531	8001
Transit Bureau	2013	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1st Precinct	2013	3	0	83	0	284	0	0	168	17	0	4	49	0	77	1	1	50	4	12	0	12	25	175	0	7	4	36	0	0	3	46	36	6	4	28	1132	0	272	14	671	0	0	516	59	0	10	160	0	313	3	3	164	19	48	1	42	87	403	0	20	8	130	0	1	9	127	118	21	9	70	3298
5th Precinct	2013	3	0	31	0	50	0	0	197	1	1	10	36	0	38	0	3	176	1	34	13	4	37	50	0	12	20	21	0	2	1	9	24	3	4	52	830	3	77	1	144	0	0	506	6	3	30	119	1	122	0	6	547	5	67	30	10	76	151	3	20	35	78	0	9	4	37	76	18	24	173	2381
6th Precinct	2013	3	2	9	0	135	0	0	78	0	0	56	32	0	24	0	0	52	1	2	1	5	53	88	0	2	0	16	0	2	0	14	26	4	3	13	618	4	24	0	489	1	0	342	1	1	123	142	1	85	1	2	186	4	10	3	9	211	285	0	9	1	66	0	2	1	46	88	6	4	95	2242
7th Precinct	2013	3	0	0	0	138	0	0	126	0	0	3	38	0	0	21	0	85	0	11	1	0	0	62	0	5	12	54	8	0	3	22	17	3	0	53	662	2	0	0	358	0	1	447	0	1	13	102	0	0	50	0	214	0	48	2	0	0	182	1	11	55	110	25	0	22	40	40	12	1	139	1876
9th Precinct	2013	3	2	2	0	280	0	5	117	6	0	0	86	0	6	0	2	53	6	17	1	7	41	83	1	1	0	27	0	0	1	29	38	5	12	43	871	4	9	1	589	0	5	325	23	0	6	277	4	15	0	3	170	10	68	3	15	92	198	2	3	3	50	0	0	40	60	109	10	31	137	2262
10th Precinct	2013	3	1	29	0	139	0	0	48	0	4	6	37	0	39	5	0	67	0	14	2	7	3	233	0	2	11	29	7	0	16	21	36	14	2	70	842	1	84	0	419	0	0	134	0	8	25	75	0	120	21	5	192	0	42	2	30	6	577	8	8	24	72	18	3	69	60	114	53	7	183	2360
13th Precinct	2013	3	1	14	2	62	0	2	228	1	0	11	41	0	4	0	4	89	2	18	2	14	12	13	0	9	38	14	2	2	2	41	24	16	2	22	692	6	50	9	207	3	2	742	3	0	50	129	0	22	0	8	305	5	49	8	30	28	51	0	32	152	38	3	4	5	112	69	30	14	60	2226
Midtown South Precinct	2013	3	0	23	0	164	0	3	353	0	0	29	22	0	87	3	2	203	0	106	5	0	4	225	0	1	78	97	20	34	4	198	51	12	6	104	1834	5	71	26	643	0	3	855	0	0	86	93	0	280	3	2	526	0	213	5	6	9	780	0	2	269	220	54	96	31	466	122	31	47	326	5270
17th Precinct	2013	3	1	63	1	91	0	0	171	0	0	88	16	0	44	0	0	175	0	9	2	4	100	101	0	0	14	9	12	0	0	44	19	5	104	109	1182	6	176	1	221	0	0	564	0	1	322	62	1	151	0	7	411	0	26	2	7	182	216	0	0	25	17	12	0	1	125	54	17	326	328	3261
Midtown North Precinct	2013	3	2	24	1	178	0	0	61	0	0	31	55	0	6	0	0	392	1	1	0	14	13	109	0	0	8	19	0	1	2	90	22	11	4	38	1083	7	69	7	494	0	0	425	0	2	71	188	1	30	0	0	1150	1	15	1	23	35	409	2	0	24	52	0	5	10	223	100	41	18	120	3523
19th Precinct	2013	3	3	172	1	65	0	0	227	0	0	30	12	1	81	0	0	186	0	31	1	20	33	38	0	7	1	17	6	0	3	53	34	6	6	21	1055	4	491	3	469	1	5	725	3	0	95	146	1	297	0	0	598	4	81	1	64	73	232	0	11	1	225	20	8	87	268	133	33	18	96	4193
20th Precinct	2013	3	0	37	0	319	0	0	199	10	0	21	44	0	44	0	0	27	1	45	0	32	6	144	0	1	0	62	23	4	5	52	23	2	4	36	1141	0	102	0	873	0	0	478	46	0	57	132	0	150	0	0	94	2	80	2	70	8	417	8	2	1	84	72	16	9	97	69	10	21	82	2982
Central Park Precinct	2013	3	0	5	0	52	0	0	46	14	0	4	18	0	1	0	2	28	0	1	0	1	21	2	0	0	0	22	1	0	5	21	7	17	0	4	272	0	17	0	125	0	0	200	17	0	10	61	0	40	0	4	111	0	1	0	2	85	39	0	6	0	56	2	0	31	73	30	27	2	20	959
23rd Precinct	2013	3	1	77	0	237	0	1	6	6	0	7	7	0	84	0	0	8	2	23	0	0	0	118	0	4	0	8	1	0	0	15	16	3	3	15	642	1	225	0	705	0	3	33	7	0	15	63	1	195	0	0	45	5	86	0	10	0	372	1	14	0	39	2	0	1	40	35	4	6	26	1934
24th Precinct	2013	3	2	12	0	231	0	1	131	0	0	13	35	0	28	0	0	14	0	18	0	9	0	103	1	13	0	16	4	2	5	19	23	3	3	23	709	2	47	0	568	0	1	486	0	0	32	71	1	74	0	0	64	0	70	1	13	0	241	4	25	2	35	9	2	19	58	62	17	13	120	2037
25th Precinct	2013	3	1	32	0	165	0	0	10	4	0	4	3	0	35	0	0	69	0	17	0	3	28	146	0	1	0	15	32	0	5	14	28	6	1	40	659	1	79	0	444	0	0	15	13	0	10	11	0	90	0	0	277	4	44	0	8	86	495	0	5	0	27	75	0	11	36	75	17	3	77	1903
26th Precinct	2013	3	2	60	0	151	0	0	45	0	3	7	19	0	31	0	0	25	0	12	7	1	28	43	0	44	24	50	0	3	1	32	22	2	2	35	649	2	118	0	405	0	6	211	0	4	22	58	0	81	0	2	110	6	107	17	3	96	139	3	143	113	74	0	10	7	92	63	14	3	96	2005
28th Precinct	2013	3	0	9	0	146	0	3	103	16	0	7	34	0	4	0	0	5	1	13	1	0	0	122	1	100	0	30	2	43	3	27	12	3	5	35	725	3	24	0	388	0	3	319	40	0	18	105	0	28	0	2	65	1	41	1	2	4	286	1	134	3	51	5	178	18	68	39	10	7	112	1956
30th Precinct	2013	3	3	17	0	137	0	0	108	10	0	16	70	0	4	0	0	71	5	23	1	2	9	113	0	45	0	24	22	0	2	7	37	2	1	7	736	3	63	1	397	0	2	278	10	0	70	181	0	31	0	3	201	10	92	4	5	46	302	0	157	0	53	103	0	5	28	102	5	3	39	2194
32nd Precinct	2013	3	7	31	0	104	0	10	65	3	0	52	24	0	40	0	2	7	1	12	0	0	99	63	1	17	0	52	5	15	1	98	24	17	6	35	791	22	96	0	291	0	14	182	9	0	121	48	1	113	2	3	62	2	18	7	2	272	229	1	47	2	209	16	47	7	285	85	43	18	71	2325
33rd Precinct	2013	3	2	21	1	179	0	1	11	6	0	5	18	0	27	0	1	11	2	17	0	7	0	93	2	24	0	43	21	11	1	17	23	8	1	20	573	4	66	1	455	1	1	48	7	1	13	50	0	118	0	1	32	3	54	1	11	0	288	10	90	1	132	46	49	3	55	52	22	2	65	1682
34th Precinct	2013	3	0	25	0	79	0	0	63	19	1	5	6	0	21	0	2	9	1	5	0	0	2	105	3	6	0	22	5	0	2	7	15	4	1	20	428	1	89	0	266	0	1	234	45	1	12	26	0	80	0	3	83	6	39	0	2	33	273	7	22	0	80	6	1	4	21	51	12	3	54	1455
40th Precinct	2013	3	6	42	0	195	0	0	80	12	2	24	59	1	33	0	0	112	3	2	8	2	21	85	3	70	8	252	0	6	1	129	96	15	8	74	1349	13	121	0	436	0	0	138	12	4	52	139	5	168	7	3	279	3	18	53	5	57	213	5	122	11	701	4	34	2	318	246	30	13	165	3377
41st Precinct	2013	3	1	28	0	27	0	0	175	1	0	3	41	0	28	5	2	92	6	1	0	2	8	24	0	17	1	45	0	8	9	65	37	11	0	7	644	3	61	0	77	0	0	455	20	0	25	113	1	96	10	3	207	16	2	1	9	24	76	0	111	1	128	4	37	24	205	131	35	3	22	1900
42nd Precinct	2013	3	0	25	0	79	0	0	106	0	0	3	81	1	19	1	0	126	0	10	0	0	16	28	5	36	0	73	1	0	8	36	36	10	1	11	712	7	52	0	259	0	1	302	4	0	16	229	1	61	10	0	443	0	24	6	0	43	138	17	64	0	378	1	0	15	91	119	23	2	31	2337
43rd Precinct	2013	3	2	46	0	54	3	5	84	5	0	43	45	1	46	0	0	81	1	1	0	2	24	97	1	35	0	156	1	15	2	29	60	7	5	50	901	10	101	0	111	6	6	210	6	0	109	105	2	140	2	0	205	1	9	1	2	130	246	1	37	0	317	2	88	4	75	149	29	15	112	2231
44th Precinct	2013	3	1	53	0	66	0	0	181	10	0	4	22	1	27	0	0	11	5	1	3	0	6	190	0	14	0	95	0	5	6	21	63	17	4	4	810	1	128	0	199	0	0	606	38	3	10	50	2	81	0	1	23	15	9	3	0	23	453	1	26	5	217	0	9	21	78	200	42	14	14	2272
45th Precinct	2013	3	0	27	0	25	0	0	62	0	0	1	1	0	15	0	0	1	2	0	2	1	9	42	0	15	0	25	0	2	5	38	30	1	1	10	315	0	62	0	143	1	0	207	0	0	6	15	0	57	0	0	1	4	2	3	8	66	140	0	56	0	120	1	3	33	125	103	9	6	28	1199
46th Precinct	2013	3	0	72	0	78	0	4	68	36	1	15	33	0	35	0	1	8	5	2	0	1	6	37	5	8	0	109	0	27	3	126	57	20	2	68	827	1	282	1	198	0	4	239	93	2	35	72	0	145	8	3	157	25	5	2	3	26	94	6	48	1	434	0	37	3	346	175	65	13	213	2736
47th Precinct	2013	3	1	33	0	29	0	0	69	0	0	3	10	0	30	0	0	30	0	4	1	2	33	95	0	6	0	58	0	0	8	112	49	25	0	177	775	2	102	0	159	0	0	176	0	0	3	30	1	126	0	1	112	0	31	2	2	50	360	1	43	0	131	0	0	44	295	157	66	0	551	2445
48th Precinct	2013	3	2	21	0	47	0	0	17	1	1	2	36	0	8	0	0	63	0	0	0	0	4	29	0	191	0	214	0	2	1	22	47	8	0	17	733	8	52	2	310	0	0	103	1	1	8	93	1	14	0	4	239	1	5	1	3	29	164	0	426	6	737	4	16	2	55	174	28	1	31	2519
49th Precinct	2013	3	0	35	0	30	0	1	167	0	0	18	16	2	8	0	0	18	1	0	0	1	0	69	1	13	0	51	5	5	1	37	48	10	0	21	558	1	98	0	106	0	1	475	0	0	73	32	11	42	0	1	70	1	0	3	1	1	208	2	38	0	146	6	12	5	91	145	24	1	51	1645
50th Precinct	2013	3	1	3	0	111	0	0	174	0	0	7	14	0	2	0	0	20	3	4	0	1	1	101	0	16	0	80	0	0	1	20	22	5	0	10	596	3	17	0	355	0	0	419	9	0	12	26	1	16	1	0	38	3	12	2	9	2	445	1	31	0	219	0	1	7	107	68	10	7	48	1869
52nd Precinct	2013	3	1	72	0	57	0	0	18	3	0	3	17	0	78	6	0	96	10	0	2	0	17	39	0	1	0	162	4	8	11	57	105	43	1	34	845	8	292	0	220	0	1	53	19	1	34	71	0	511	27	0	321	36	2	3	0	36	134	0	3	0	546	7	32	90	169	318	134	11	122	3201
60th Precinct	2013	3	0	5	0	107	0	0	155	1	0	13	13	0	3	0	0	32	1	4	2	6	9	65	2	19	0	123	0	13	1	31	24	6	1	11	647	1	13	0	277	0	0	429	1	0	29	56	0	19	0	1	88	1	11	2	12	28	174	3	87	0	306	0	13	2	69	81	16	4	68	1791
61st Precinct	2013	3	1	3	0	247	0	0	13	1	0	13	13	0	10	0	0	2	1	25	0	1	3	187	0	32	0	112	6	0	2	44	47	5	2	23	793	6	16	0	581	0	0	67	8	9	29	47	1	23	0	6	10	10	102	1	1	8	759	0	58	2	312	44	10	18	128	146	23	6	41	2472
62nd Precinct	2013	3	4	55	0	119	0	0	118	1	0	14	54	2	22	0	6	27	6	23	1	27	8	111	1	14	1	68	5	4	0	77	49	24	1	23	865	5	147	0	314	0	0	389	6	0	35	206	2	80	1	19	103	22	50	13	67	19	289	1	31	2	226	9	11	2	228	175	51	2	113	2618
63rd Precinct	2013	3	0	6	0	145	0	0	111	0	0	0	6	0	11	0	0	1	0	1	1	0	0	43	0	8	0	50	1	0	0	22	26	2	0	54	488	1	10	0	363	0	0	378	0	0	14	39	1	29	0	5	10	0	9	1	0	7	215	0	13	0	165	8	1	0	45	86	7	4	168	1579
66th Precinct	2013	3	0	6	0	146	0	0	70	4	0	35	22	0	0	0	0	1	1	26	0	5	1	135	1	21	0	38	24	0	7	65	37	9	0	58	712	1	34	0	365	4	0	239	5	0	78	63	0	14	1	0	8	6	77	2	5	15	449	3	49	1	178	62	3	13	189	132	25	5	98	2124
67th Precinct	2013	3	1	72	0	125	0	0	11	0	0	7	83	0	69	0	3	4	2	8	2	0	17	127	2	7	0	371	0	24	10	241	86	26	2	54	1354	3	160	0	297	0	0	37	0	1	27	239	0	125	1	3	12	11	23	10	3	40	353	4	28	2	1019	0	138	46	658	236	73	8	100	3657
68th Precinct	2013	3	0	29	0	109	0	0	91	0	0	8	22	0	14	0	1	22	0	33	1	0	9	144	0	9	2	65	0	2	0	46	38	3	3	29	680	0	100	0	344	20	0	363	4	0	13	97	0	79	0	1	128	2	48	1	1	10	341	0	20	3	163	68	12	1	133	134	14	7	79	2186
69th Precinct	2013	3	1	54	0	181	0	0	90	5	0	18	23	0	29	2	12	40	5	3	0	0	16	146	0	17	0	175	0	0	3	67	43	11	0	17	958	6	165	0	491	0	0	226	5	1	38	76	2	83	5	38	168	13	8	3	1	89	409	1	70	1	450	3	0	8	202	125	29	1	45	2762
70th Precinct	2013	3	2	0	0	251	0	0	126	2	0	0	38	0	0	45	4	131	0	1	3	2	0	228	0	9	15	156	1	0	0	162	60	14	5	23	1278	7	0	0	809	0	0	333	2	0	0	167	1	0	121	11	476	0	53	7	5	0	716	1	39	53	485	4	0	1	361	196	40	11	78	3977
71st Precinct	2013	3	7	39	0	146	0	0	274	2	0	9	51	0	28	0	7	53	1	18	17	2	29	57	2	11	1	126	0	4	6	106	69	14	1	25	1105	15	141	10	425	4	6	894	7	0	41	145	1	130	1	19	130	4	50	37	6	86	183	7	33	13	324	0	9	46	255	196	40	3	76	3337
72nd Precinct	2013	3	1	3	0	45	0	0	55	2	0	3	22	1	16	0	1	10	2	8	5	1	37	63	1	17	0	103	8	19	2	42	41	11	2	30	551	5	20	0	191	0	2	211	5	0	26	108	4	47	2	5	59	12	36	15	5	130	183	3	42	1	300	14	61	7	144	139	35	7	97	1916
73rd Precinct	2013	3	11	102	0	312	0	0	237	6	0	113	115	1	110	0	10	57	24	27	17	2	39	105	1	32	5	455	6	0	20	209	161	35	1	108	2321	17	171	0	733	0	0	534	10	0	195	243	1	212	0	27	138	54	77	33	2	116	277	5	61	22	1322	6	0	92	434	347	82	5	209	5425
75th Precinct	2013	3	7	17	0	166	0	0	119	9	0	53	77	0	57	0	6	79	0	11	2	0	102	231	3	13	5	505	6	2	20	152	135	47	5	361	2190	12	52	0	376	0	0	211	25	2	165	185	2	116	123	16	152	1	18	3	9	176	672	4	25	9	1254	11	2	120	606	417	140	10	1162	6076
76th Precinct	2013	3	1	7	0	143	0	0	32	1	0	22	12	0	10	0	0	65	3	12	0	7	29	63	0	24	0	72	1	0	4	21	9	4	0	8	550	7	16	0	457	0	0	50	6	0	51	39	0	30	1	0	265	5	49	0	19	116	198	0	76	0	243	2	0	10	66	50	21	1	25	1803
77th Precinct	2013	3	4	51	0	101	0	0	75	3	0	1	55	0	84	0	4	40	9	1	14	0	1	74	0	29	31	73	5	10	2	51	34	18	0	21	791	11	135	0	285	0	0	186	5	0	10	151	3	281	1	9	69	13	3	26	5	12	198	3	53	42	211	8	21	3	129	101	50	7	60	2091
78th Precinct	2013	3	0	2	0	126	0	1	63	0	0	36	79	0	5	0	3	9	1	4	1	0	10	55	0	7	10	82	0	9	0	24	41	2	3	22	595	3	18	0	439	0	1	118	1	0	90	229	2	34	3	11	19	2	17	4	1	21	179	1	55	20	270	11	24	3	87	117	7	10	55	1852
79th Precinct	2013	3	6	96	0	116	0	0	251	0	0	0	34	2	159	0	10	33	4	7	3	7	28	83	2	55	5	59	16	3	3	62	68	36	0	28	1176	12	300	0	344	0	0	851	0	0	0	80	4	434	0	20	81	22	21	4	11	84	240	6	90	10	180	29	7	25	201	189	78	0	70	3393
81st Precinct	2013	3	3	108	0	165	0	0	115	8	0	62	35	2	112	2	1	1	2	5	1	2	15	124	0	29	0	154	4	3	5	68	59	24	1	36	1146	8	350	0	540	0	8	272	25	0	130	85	2	376	2	4	2	5	7	2	4	32	428	0	55	1	396	4	4	15	210	183	48	1	55	3254
83rd Precinct	2013	3	6	32	0	98	0	0	271	0	0	74	75	0	31	5	4	0	5	8	4	2	14	65	1	0	1	53	9	3	1	130	158	23	0	17	1090	21	83	0	358	0	5	818	3	2	209	209	0	75	18	11	6	13	16	7	10	65	200	3	2	1	140	34	7	12	342	472	70	1	55	3268
84th Precinct	2013	3	0	24	0	136	0	0	214	0	0	15	0	0	55	0	23	175	0	8	0	2	103	101	1	5	0	128	7	2	16	89	64	13	0	42	1223	0	82	0	326	0	0	490	0	0	56	0	0	178	0	102	489	0	23	3	26	382	260	1	12	3	328	33	7	36	235	182	50	0	146	3450
88th Precinct	2013	3	1	37	0	175	0	0	91	0	0	2	34	0	15	0	0	23	7	1	1	3	14	126	1	8	0	7	7	0	8	64	38	15	1	53	732	2	86	0	535	0	0	360	1	0	11	103	0	46	0	3	40	16	1	2	9	43	317	2	13	0	65	7	0	17	177	117	46	4	97	2120
